/* DATA DESCRIPTION:
Citation:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2009): (Supplement 2) EDC gas chronologies for the different scenarios 1 to 4 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.711012
Related to:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2007): New constraints on the gas age-ice age difference along the EPICA ice cores, 0-50 kyr. Climate of the Past, 3, 527-540, https://doi.org/10.5194/cp-3-527-2007
	Parrenin, Frédéric; Barnola, Jean-Marc; Beer, Jürg; Blunier, Thomas; Castellano, Emiliano; Chappellaz, Jérôme A; Dreyfus, Gabrielle; Fischer, Hubertus; Fujita, Shuji; Jouzel, Jean; Kawamura, Kenji; Lemieux-Dudon, Bénédicte; Loulergue, Laetitia; Masson-Delmotte, Valerie; Narcisi, Biancamaria; Petit, Jean Robert; Raisbeck, Grant M; Raynaud, Dominique; Ruth, Urs; Schwander, Jakob; Severi, Mirko; Spahni, Renato; Steffensen, Jørgen Peder; Svensson, Anders M; Udisti, Roberto; Waelbroeck, Claire; Wolff, Eric William (2007): The EDC3 chronology for the EPICA Dome C ice core. Climate of the Past, 3, 485-497, https://doi.org/10.5194/cp-3-485-2007
Other version:	Zip archive of supplements [dataset]. https://cp.copernicus.org/articles/3/527/2007/cp-3-527-2007-supplement.zip
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 96.25 m * MAXIMUM DEPTH, ice/snow: 3256.55 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Scenario 4 is defined as the EDC3_gas_a age scale, official gas chronology for EDC that can be used for the moment, waiting on a better one. Ice chronology is EDC3 (Parrenin et al., Climate of the Past, 3, 485-497, 2007).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: based on EDC3 time scale
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 1
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 2
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 3
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 4, EDC3_gas_a age scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	28722 data points
*/
Depth ice/snow [m]	Age model [ka] (based on EDC3 time scale)	Gas age [ka BP] (Scenario 1)	Gas age [ka BP] (Scenario 2)	Gas age [ka BP] (Scenario 3)	Gas age [ka BP] (Scenario 4, EDC3_gas_a age scale)
2102.10	202.350	199.372	199.422	199.422	199.535
2102.65	202.447	199.451	199.501	199.501	199.617
2103.20	202.549	199.534	199.585	199.585	199.705
2103.75	202.656	199.623	199.673	199.673	199.799
2104.30	202.762	199.705	199.756	199.756	199.889
2104.85	202.864	199.779	199.832	199.832	199.972
2105.40	202.975	199.864	199.918	199.918	200.067
2105.95	203.089	199.953	200.008	200.008	200.167
2106.50	203.201	200.038	200.093	200.093	200.260
2107.05	203.310	200.120	200.176	200.176	200.350
2107.60	203.426	200.215	200.271	200.271	200.451
2108.15	203.534	200.301	200.357	200.357	200.542
2108.70	203.647	200.389	200.446	200.446	200.635
2109.25	203.761	200.478	200.535	200.535	200.730
2109.80	203.871	200.563	200.621	200.621	200.822
2110.35	203.980	200.645	200.704	200.704	200.912
2110.90	204.097	200.734	200.794	200.794	201.010
2111.45	204.211	200.825	200.886	200.886	201.107
2112.00	204.319	200.911	200.974	200.974	201.199
2112.55	204.428	201.009	201.072	201.072	201.295
2113.10	204.537	201.105	201.167	201.167	201.389
2113.65	204.637	201.181	201.245	201.245	201.470
2114.20	204.743	201.265	201.331	201.331	201.561
2114.75	204.854	201.359	201.427	201.427	201.665
2115.30	204.961	201.451	201.523	201.523	201.764
2115.85	205.061	201.541	201.617	201.617	201.858
2116.40	205.164	201.636	201.714	201.714	201.957
2116.95	205.264	201.731	201.811	201.811	202.055
2117.50	205.365	201.834	201.916	201.916	202.159
2118.05	205.465	201.936	202.020	202.020	202.263
2118.60	205.562	202.032	202.119	202.119	202.359
2119.15	205.665	202.136	202.225	202.225	202.464
2119.70	205.764	202.238	202.329	202.329	202.568
2120.25	205.862	202.340	202.433	202.433	202.671
2120.80	205.963	202.446	202.540	202.540	202.779
2121.35	206.065	202.557	202.654	202.654	202.892
2121.90	206.166	202.670	202.769	202.769	203.007
2122.45	206.266	202.792	202.891	202.891	203.127
2123.00	206.364	202.916	203.014	203.014	203.247
2123.55	206.458	203.029	203.127	203.127	203.353
2124.10	206.552	203.143	203.240	203.240	203.459
2124.65	206.649	203.263	203.358	203.358	203.572
2125.20	206.749	203.382	203.475	203.475	203.685
2125.75	206.845	203.492	203.584	203.584	203.791
2126.30	206.949	203.614	203.705	203.705	203.909
2126.85	207.048	203.734	203.822	203.822	204.023
2127.40	207.145	203.849	203.936	203.936	204.132
2127.95	207.242	203.963	204.048	204.048	204.240
2128.50	207.341	204.081	204.162	204.162	204.348
2129.05	207.441	204.200	204.278	204.278	204.459
2129.60	207.537	204.317	204.392	204.392	204.571
2130.15	207.634	204.434	204.507	204.507	204.683
2130.70	207.724	204.538	204.612	204.612	204.781
2131.25	207.815	204.644	204.717	204.717	204.881
2131.80	207.908	204.748	204.819	204.819	204.979
2132.35	208.004	204.857	204.926	204.926	205.082
2132.90	208.097	204.964	205.031	205.031	205.183
2133.45	208.190	205.066	205.132	205.132	205.279
2134.00	208.281	205.165	205.230	205.230	205.372
2134.55	208.376	205.264	205.329	205.329	205.469
2135.10	208.471	205.366	205.430	205.430	205.569
2135.65	208.566	205.476	205.540	205.540	205.677
2136.20	208.655	205.579	205.643	205.643	205.777
2136.75	208.743	205.675	205.738	205.738	205.869
2137.30	208.834	205.780	205.843	205.843	205.970
2137.85	208.926	205.890	205.952	205.952	206.075
2138.40	209.013	205.988	206.049	206.049	206.167
2138.95	209.100	206.083	206.143	206.143	206.257
2139.50	209.192	206.181	206.240	206.240	206.351
2140.05	209.280	206.276	206.335	206.335	206.444
2140.60	209.374	206.384	206.442	206.442	206.550
2141.15	209.464	206.488	206.546	206.546	206.652
2141.70	209.550	206.586	206.644	206.644	206.747
2142.25	209.642	206.690	206.748	206.748	206.849
2142.80	209.728	206.790	206.847	206.847	206.944
2143.35	209.818	206.894	206.950	206.950	207.043
2143.90	209.904	206.995	207.048	207.048	207.139
2144.45	209.991	207.101	207.153	207.153	207.239
2145.00	210.076	207.205	207.256	207.256	207.337
2145.55	210.157	207.302	207.352	207.352	207.426
2146.10	210.234	207.393	207.442	207.442	207.511
2146.65	210.319	207.486	207.535	207.535	207.600
2147.20	210.404	207.581	207.629	207.629	207.692
2147.75	210.488	207.675	207.723	207.723	207.783
2148.30	210.572	207.766	207.814	207.814	207.872
2148.85	210.658	207.858	207.906	207.906	207.962
2149.40	210.746	207.953	208.001	208.001	208.055
2149.95	210.838	208.053	208.100	208.100	208.154
2150.50	210.927	208.158	208.203	208.203	208.255
2151.05	211.010	208.256	208.300	208.300	208.349
2151.60	211.092	208.341	208.384	208.384	208.431
2152.15	211.180	208.433	208.476	208.476	208.520
2152.70	211.270	208.534	208.575	208.575	208.619
2153.25	211.354	208.623	208.664	208.664	208.706
2153.80	211.438	208.707	208.748	208.748	208.790
2154.35	211.527	208.802	208.843	208.843	208.884
2154.90	211.616	208.899	208.939	208.939	208.980
2155.45	211.701	208.983	209.023	209.023	209.065
2156.00	211.786	209.065	209.106	209.106	209.149
2156.55	211.878	209.163	209.203	209.203	209.246
2157.10	211.967	209.258	209.296	209.296	209.340
2157.65	212.055	209.348	209.385	209.385	209.430
2158.20	212.143	209.436	209.472	209.472	209.518
2158.75	212.229	209.516	209.552	209.552	209.600
2159.30	212.324	209.603	209.640	209.640	209.690
2159.85	212.415	209.689	209.725	209.725	209.776
2160.40	212.509	209.780	209.815	209.815	209.869
2160.95	212.603	209.872	209.907	209.907	209.962
2161.50	212.692	209.956	209.991	209.991	210.047
2162.05	212.779	210.038	210.073	210.073	210.130
2162.60	212.868	210.119	210.155	210.155	210.212
2163.15	212.957	210.203	210.239	210.239	210.297
2163.70	213.048	210.292	210.329	210.329	210.388
2164.25	213.136	210.377	210.415	210.415	210.474
2164.80	213.223	210.458	210.497	210.497	210.557
2165.35	213.314	210.547	210.586	210.586	210.646
2165.90	213.403	210.636	210.674	210.674	210.735
2166.45	213.491	210.717	210.755	210.755	210.817
2167.00	213.583	210.800	210.839	210.839	210.901
2167.55	213.678	210.891	210.930	210.930	210.994
2168.10	213.775	210.985	211.024	211.024	211.090
2168.65	213.864	211.077	211.116	211.116	211.180
2169.20	213.949	211.161	211.200	211.200	211.264
2169.75	214.036	211.241	211.282	211.282	211.345
2170.30	214.127	211.328	211.369	211.369	211.433
2170.85	214.219	211.419	211.460	211.460	211.525
2171.40	214.308	211.506	211.548	211.548	211.613
2171.95	214.401	211.597	211.639	211.639	211.705
2172.50	214.491	211.690	211.732	211.732	211.797
2173.05	214.580	211.782	211.824	211.824	211.888
2173.60	214.667	211.872	211.914	211.914	211.976
2174.15	214.756	211.963	212.005	212.005	212.066
2174.70	214.843	212.057	212.100	212.100	212.159
2175.25	214.924	212.148	212.191	212.191	212.248
2175.80	215.011	212.248	212.291	212.291	212.345
2176.35	215.093	212.341	212.383	212.383	212.433
2176.90	215.176	212.435	212.476	212.476	212.522
2177.45	215.258	212.521	212.562	212.562	212.605
2178.00	215.342	212.607	212.648	212.648	212.689
2178.55	215.428	212.699	212.740	212.740	212.779
2179.10	215.514	212.789	212.831	212.831	212.868
2179.65	215.599	212.876	212.918	212.918	212.953
2180.20	215.687	212.964	213.006	213.006	213.040
2180.75	215.776	213.052	213.095	213.095	213.129
2181.30	215.866	213.142	213.185	213.185	213.219
2181.85	215.956	213.233	213.276	213.276	213.309
2182.40	216.049	213.321	213.364	213.364	213.400
2182.95	216.142	213.409	213.453	213.453	213.491
2183.50	216.238	213.503	213.546	213.546	213.587
2184.05	216.338	213.600	213.642	213.642	213.685
2184.60	216.434	213.691	213.732	213.732	213.778
2185.15	216.531	213.781	213.822	213.822	213.870
2185.70	216.627	213.866	213.907	213.907	213.959
2186.25	216.725	213.951	213.993	213.993	214.049
2186.80	216.828	214.042	214.084	214.084	214.144
2187.35	216.930	214.127	214.169	214.169	214.235
2187.90	217.038	214.215	214.257	214.257	214.330
2188.45	217.147	214.301	214.343	214.343	214.422
2189.00	217.255	214.387	214.428	214.428	214.514
2189.55	217.367	214.482	214.522	214.522	214.615
2190.10	217.475	214.571	214.611	214.611	214.709
2190.65	217.580	214.642	214.684	214.684	214.787
2191.20	217.696	214.727	214.770	214.770	214.878
2191.75	217.812	214.813	214.856	214.856	214.970
2192.30	217.927	214.891	214.935	214.935	215.056
2192.85	218.039	214.959	215.005	215.005	215.135
2193.40	218.163	215.043	215.091	215.091	215.231
2193.95	218.292	215.133	215.183	215.183	215.333
2194.50	218.412	215.212	215.264	215.264	215.422
2195.05	218.534	215.294	215.347	215.347	215.514
2195.60	218.660	215.383	215.438	215.438	215.614
2196.15	218.782	215.470	215.528	215.528	215.713
2196.70	218.904	215.563	215.623	215.623	215.814
2197.25	219.022	215.648	215.710	215.710	215.909
2197.80	219.140	215.728	215.793	215.793	216.000
2198.35	219.270	215.825	215.893	215.893	216.108
2198.90	219.394	215.920	215.990	215.990	216.212
2199.45	219.515	216.006	216.078	216.078	216.306
2200.00	219.637	216.090	216.165	216.165	216.399
2200.55	219.771	216.185	216.263	216.263	216.506
2201.10	219.904	216.279	216.360	216.360	216.613
2201.65	220.040	216.379	216.462	216.462	216.726
2202.20	220.170	216.471	216.558	216.558	216.832
2202.75	220.306	216.568	216.659	216.659	216.944
2203.30	220.444	216.668	216.761	216.761	217.058
2203.85	220.589	216.776	216.872	216.872	217.180
2204.40	220.730	216.880	216.979	216.979	217.294
2204.95	220.875	216.990	217.092	217.092	217.412
2205.50	221.019	217.092	217.195	217.195	217.528
2206.05	221.166	217.195	217.301	217.301	217.646
2206.60	221.319	217.296	217.405	217.405	217.767
2207.15	221.469	217.395	217.508	217.508	217.887
2207.70	221.639	217.517	217.633	217.633	218.029
2208.25	221.809	217.645	217.765	217.765	218.175
2208.80	221.963	217.763	217.886	217.886	218.307
2209.35	222.113	217.872	217.998	217.998	218.430
2209.90	222.276	217.991	218.118	218.118	218.560
2210.45	222.441	218.112	218.240	218.240	218.691
2211.00	222.609	218.235	218.365	218.365	218.823
2211.55	222.777	218.354	218.485	218.485	218.954
2212.10	222.947	218.475	218.608	218.608	219.087
2212.65	223.119	218.598	218.731	218.731	219.224
2213.20	223.287	218.717	218.851	218.851	219.359
2213.75	223.460	218.839	218.978	218.978	219.500
2214.30	223.627	218.956	219.099	219.099	219.637
2214.85	223.804	219.083	219.230	219.230	219.785
2215.40	223.977	219.210	219.361	219.361	219.930
2215.95	224.155	219.342	219.499	219.499	220.081
2216.50	224.325	219.474	219.635	219.635	220.228
2217.05	224.501	219.614	219.779	219.779	220.382
2217.60	224.669	219.752	219.920	219.920	220.533
2218.15	224.838	219.891	220.063	220.063	220.685
2218.70	225.003	220.032	220.208	220.208	220.839
2219.25	225.165	220.171	220.352	220.352	220.993
2219.80	225.331	220.318	220.504	220.504	221.158
2220.35	225.499	220.480	220.669	220.669	221.334
2220.90	225.649	220.629	220.823	220.823	221.496
2221.45	225.799	220.791	220.991	220.991	221.660
2222.00	225.944	220.950	221.158	221.158	221.820
2222.55	226.085	221.133	221.344	221.344	221.986
2223.10	226.215	221.301	221.514	221.514	222.140
2223.65	226.342	221.451	221.664	221.664	222.282
2224.20	226.489	221.619	221.832	221.832	222.444
2224.75	226.628	221.778	221.993	221.993	222.603
2225.30	226.774	221.948	222.166	222.166	222.772
2225.85	226.918	222.119	222.342	222.342	222.941
2226.40	227.060	222.285	222.511	222.511	223.105
2226.95	227.211	222.460	222.688	222.688	223.277
2227.50	227.363	222.626	222.855	222.855	223.442
2228.05	227.526	222.803	223.033	223.033	223.619
2228.60	227.692	222.988	223.216	223.216	223.803
2229.15	227.862	223.175	223.401	223.401	223.989
2229.70	228.026	223.344	223.569	223.569	224.160
2230.25	228.199	223.522	223.744	223.744	224.339
2230.80	228.380	223.708	223.926	223.926	224.526
2231.35	228.560	223.892	224.105	224.105	224.709
2231.90	228.743	224.078	224.285	224.285	224.894
2232.45	228.923	224.268	224.469	224.469	225.079
2233.00	229.102	224.459	224.653	224.653	225.263
2233.55	229.272	224.660	224.845	224.845	225.440
2234.10	229.438	224.856	225.033	225.033	225.612
2234.65	229.585	225.031	225.202	225.202	225.757
2235.20	229.736	225.200	225.365	225.365	225.898
2235.75	229.872	225.332	225.491	225.491	226.008
2236.30	230.032	225.482	225.637	225.637	226.144
2236.85	230.189	225.625	225.776	225.776	226.278
2237.40	230.347	225.750	225.900	225.900	226.410
2237.95	230.522	225.887	226.035	226.035	226.558
2238.50	230.698	226.022	226.175	226.175	226.711
2239.05	230.872	226.156	226.315	226.315	226.865
2239.60	231.047	226.302	226.467	226.467	227.028
2240.15	231.220	226.451	226.620	226.620	227.193
2240.70	231.388	226.603	226.776	226.776	227.365
2241.25	231.552	226.757	226.935	226.935	227.538
2241.80	231.714	226.914	227.099	227.099	227.714
2242.35	231.874	227.078	227.270	227.270	227.895
2242.90	232.026	227.239	227.440	227.440	228.071
2243.45	232.182	227.412	227.615	227.615	228.252
2244.00	232.328	227.577	227.782	227.782	228.423
2244.55	232.483	227.757	227.966	227.966	228.601
2245.10	232.636	227.938	228.150	228.150	228.777
2245.65	232.791	228.129	228.337	228.337	228.946
2246.20	232.945	228.320	228.524	228.524	229.110
2246.75	233.097	228.507	228.703	228.703	229.260
2247.30	233.251	228.694	228.882	228.882	229.413
2247.85	233.401	228.876	229.053	229.053	229.561
2248.40	233.551	229.052	229.220	229.220	229.719
2248.95	233.691	229.214	229.374	229.374	229.870
2249.50	233.831	229.370	229.530	229.530	230.032
2250.05	233.971	229.524	229.687	229.687	230.195
2250.60	234.109	229.677	229.849	229.849	230.359
2251.15	234.247	229.836	230.015	230.015	230.526
2251.70	234.388	230.006	230.189	230.189	230.698
2252.25	234.528	230.184	230.368	230.368	230.870
2252.80	234.668	230.370	230.554	230.554	231.042
2253.35	234.805	230.565	230.746	230.746	231.214
2253.90	234.942	230.768	230.942	230.942	231.388
2254.45	235.065	230.950	231.116	231.116	231.541
2255.00	235.193	231.133	231.293	231.293	231.697
2255.55	235.316	231.304	231.458	231.458	231.846
2256.10	235.439	231.473	231.622	231.622	231.994
2256.65	235.563	231.635	231.780	231.780	232.141
2257.20	235.685	231.796	231.938	231.938	232.288
2257.75	235.814	231.965	232.105	232.105	232.445
2258.30	235.940	232.137	232.274	232.274	232.603
2258.85	236.061	232.312	232.445	232.445	232.760
2259.40	236.178	232.472	232.602	232.602	232.905
2259.95	236.290	232.624	232.752	232.752	233.042
2260.50	236.409	232.789	232.912	232.912	233.189
2261.05	236.525	232.949	233.067	233.067	233.332
2261.60	236.642	233.109	233.223	233.223	233.474
2262.15	236.752	233.260	233.370	233.370	233.608
2262.70	236.868	233.413	233.519	233.519	233.745
2263.25	236.981	233.559	233.661	233.661	233.878
2263.80	237.098	233.704	233.803	233.803	234.014
2264.35	237.217	233.856	233.952	233.952	234.157
2264.90	237.332	234.005	234.099	234.099	234.298
2265.45	237.445	234.146	234.237	234.237	234.429
2266.00	237.556	234.283	234.372	234.372	234.557
2266.55	237.673	234.428	234.513	234.513	234.689
2267.10	237.790	234.574	234.654	234.654	234.822
2267.65	237.904	234.714	234.790	234.790	234.950
2268.20	238.013	234.844	234.916	234.916	235.071
2268.75	238.122	234.964	235.035	235.035	235.186
2269.30	238.235	235.092	235.162	235.162	235.310
2269.85	238.352	235.227	235.296	235.296	235.443
2270.40	238.463	235.355	235.422	235.422	235.566
2270.95	238.574	235.483	235.550	235.550	235.690
2271.50	238.685	235.614	235.679	235.679	235.814
2272.05	238.789	235.738	235.800	235.800	235.929
2272.60	238.896	235.858	235.918	235.918	236.042
2273.15	239.000	235.974	236.033	236.033	236.154
2273.70	239.111	236.096	236.155	236.155	236.274
2274.25	239.225	236.219	236.278	236.278	236.394
2274.80	239.328	236.328	236.386	236.386	236.500
2275.35	239.439	236.448	236.505	236.505	236.617
2275.90	239.553	236.572	236.628	236.628	236.738
2276.45	239.663	236.705	236.759	236.759	236.866
2277.00	239.769	236.836	236.888	236.888	236.992
2277.55	239.866	236.950	237.003	237.003	237.100
2278.10	239.961	237.064	237.116	237.116	237.206
2278.65	240.061	237.180	237.231	237.231	237.316
2279.20	240.163	237.301	237.351	237.351	237.431
2279.75	240.262	237.422	237.471	237.471	237.547
2280.30	240.360	237.539	237.587	237.587	237.657
2280.85	240.457	237.653	237.700	237.700	237.764
2281.40	240.555	237.771	237.816	237.816	237.875
2281.95	240.655	237.890	237.935	237.935	237.988
2282.50	240.752	238.009	238.052	238.052	238.100
2283.05	240.844	238.124	238.166	238.166	238.208
2283.60	240.937	238.243	238.283	238.283	238.318
2284.15	241.031	238.363	238.401	238.401	238.429
2284.70	241.120	238.480	238.517	238.517	238.537
2285.25	241.207	238.595	238.631	238.631	238.643
2285.80	241.293	238.710	238.744	238.744	238.747
2286.35	241.379	238.822	238.855	238.855	238.850
2286.90	241.461	238.930	238.963	238.963	238.948
2287.45	241.547	239.045	239.077	239.077	239.053
2288.00	241.628	239.156	239.187	239.187	239.154
2288.55	241.711	239.290	239.317	239.317	239.273
2289.10	241.787	239.416	239.438	239.438	239.384
2289.65	241.858	239.523	239.544	239.544	239.480
2290.20	241.928	239.628	239.647	239.647	239.573
2290.75	241.999	239.731	239.748	239.748	239.665
2291.30	242.072	239.833	239.850	239.850	239.755
2291.85	242.141	239.931	239.947	239.947	239.841
2292.40	242.214	240.039	240.054	240.054	239.937
2292.95	242.286	240.148	240.161	240.161	240.033
2293.50	242.355	240.249	240.260	240.260	240.124
2294.05	242.425	240.350	240.360	240.360	240.215
2294.60	242.496	240.447	240.456	240.456	240.303
2295.15	242.568	240.546	240.553	240.553	240.395
2295.70	242.642	240.646	240.650	240.650	240.489
2296.25	242.715	240.742	240.744	240.744	240.582
2296.80	242.789	240.834	240.835	240.835	240.671
2297.35	242.867	240.929	240.929	240.929	240.765
2297.90	242.940	241.019	241.018	241.018	240.855
2298.45	243.014	241.103	241.101	241.101	240.940
2299.00	243.090	241.186	241.183	241.183	241.025
2299.55	243.169	241.268	241.264	241.264	241.109
2300.10	243.250	241.352	241.347	241.347	241.196
2300.65	243.333	241.438	241.433	241.433	241.286
2301.20	243.414	241.522	241.516	241.516	241.375
2301.75	243.495	241.601	241.595	241.595	241.461
2302.30	243.574	241.674	241.667	241.667	241.542
2302.85	243.653	241.740	241.734	241.734	241.617
2303.40	243.735	241.805	241.800	241.800	241.689
2303.95	243.821	241.873	241.869	241.869	241.763
2304.50	243.909	241.941	241.937	241.937	241.836
2305.05	243.999	242.008	242.005	242.005	241.908
2305.60	244.089	242.068	242.066	242.066	241.976
2306.15	244.187	242.133	242.132	242.132	242.050
2306.70	244.289	242.196	242.197	242.197	242.123
2307.25	244.398	242.267	242.268	242.268	242.203
2307.80	244.505	242.335	242.339	242.339	242.282
2308.35	244.609	242.401	242.405	242.405	242.357
2308.90	244.718	242.470	242.475	242.475	242.435
2309.45	244.828	242.538	242.544	242.544	242.513
2310.00	244.944	242.611	242.619	242.619	242.598
2310.55	245.059	242.678	242.688	242.688	242.676
2311.10	245.177	242.748	242.759	242.759	242.757
2311.65	245.298	242.815	242.828	242.828	242.836
2312.20	245.420	242.884	242.898	242.898	242.918
2312.75	245.552	242.962	242.978	242.978	243.010
2313.30	245.677	243.031	243.049	243.049	243.093
2313.85	245.808	243.102	243.122	243.122	243.177
2314.40	245.948	243.178	243.201	243.201	243.268
2314.95	246.082	243.248	243.272	243.272	243.350
2315.50	246.225	243.317	243.345	243.345	243.436
2316.05	246.375	243.390	243.421	243.421	243.526
2316.60	246.528	243.456	243.491	243.491	243.614
2317.15	246.688	243.529	243.567	243.567	243.708
2317.70	246.862	243.616	243.657	243.657	243.818
2318.25	247.031	243.703	243.747	243.747	243.928
2318.80	247.198	243.792	243.840	243.840	244.040
2319.35	247.366	243.889	243.942	243.942	244.161
2319.90	247.522	243.981	244.039	244.039	244.275
2320.45	247.677	244.075	244.137	244.137	244.386
2321.00	247.832	244.170	244.237	244.237	244.496
2321.55	247.992	244.281	244.351	244.351	244.620
2322.10	248.142	244.384	244.456	244.456	244.735
2322.65	248.293	244.483	244.561	244.561	244.849
2323.20	248.443	244.584	244.666	244.666	244.965
2323.75	248.602	244.696	244.783	244.783	245.093
2324.30	248.755	244.801	244.894	244.894	245.215
2324.85	248.911	244.907	245.005	245.005	245.339
2325.40	249.075	245.027	245.132	245.132	245.474
2325.95	249.235	245.146	245.257	245.257	245.608
2326.50	249.396	245.263	245.379	245.379	245.744
2327.05	249.566	245.388	245.510	245.510	245.889
2327.60	249.736	245.512	245.641	245.641	246.038
2328.15	249.915	245.646	245.782	245.782	246.197
2328.70	250.092	245.782	245.925	245.925	246.362
2329.25	250.279	245.931	246.081	246.081	246.541
2329.80	250.456	246.077	246.233	246.233	246.714
2330.35	250.637	246.234	246.397	246.397	246.889
2330.90	250.822	246.401	246.569	246.569	247.067
2331.45	251.002	246.574	246.741	246.741	247.238
2332.00	251.182	246.749	246.913	246.913	247.407
2332.55	251.358	246.907	247.069	247.069	247.564
2333.10	251.534	247.061	247.221	247.221	247.718
2333.65	251.719	247.208	247.366	247.366	247.869
2334.20	251.915	247.366	247.523	247.523	248.032
2334.75	252.115	247.527	247.685	247.685	248.200
2335.30	252.310	247.685	247.842	247.842	248.365
2335.85	252.503	247.839	247.995	247.995	248.528
2336.40	252.699	247.993	248.151	248.151	248.696
2336.95	252.883	248.133	248.296	248.296	248.853
2337.50	253.079	248.285	248.451	248.451	249.022
2338.05	253.269	248.432	248.602	248.602	249.185
2338.60	253.468	248.598	248.773	248.773	249.368
2339.15	253.665	248.766	248.945	248.945	249.553
2339.70	253.852	248.932	249.114	249.114	249.734
2340.25	254.035	249.097	249.283	249.283	249.913
2340.80	254.217	249.262	249.454	249.454	250.092
2341.35	254.395	249.420	249.619	249.619	250.263
2341.90	254.586	249.590	249.795	249.795	250.444
2342.45	254.781	249.779	249.987	249.987	250.635
2343.00	254.969	249.964	250.174	250.174	250.819
2343.55	255.152	250.140	250.350	250.350	250.992
2344.10	255.341	250.320	250.531	250.531	251.172
2344.65	255.531	250.497	250.710	250.710	251.355
2345.20	255.719	250.674	250.887	250.887	251.543
2345.75	255.917	250.863	251.078	251.078	251.749
2346.30	256.110	251.054	251.272	251.272	251.953
2346.85	256.298	251.245	251.469	251.469	252.156
2347.40	256.480	251.442	251.672	251.672	252.353
2347.95	256.658	251.638	251.873	251.873	252.546
2348.50	256.833	251.836	252.069	252.069	252.736
2349.05	257.020	252.044	252.274	252.274	252.937
2349.60	257.199	252.231	252.460	252.460	253.122
2350.15	257.375	252.420	252.648	252.648	253.306
2350.70	257.568	252.637	252.864	252.864	253.512
2351.25	257.750	252.843	253.068	253.068	253.702
2351.80	257.926	253.043	253.265	253.265	253.884
2352.35	258.105	253.250	253.466	253.466	254.073
2352.90	258.278	253.453	253.663	253.663	254.261
2353.45	258.448	253.642	253.850	253.850	254.444
2354.00	258.610	253.821	254.028	254.028	254.620
2354.55	258.781	253.999	254.208	254.208	254.797
2355.10	258.965	254.187	254.399	254.399	254.985
2355.65	259.145	254.364	254.578	254.578	255.165
