/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824865, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3192.75 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	11512 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
2869.35	507.98400	2.57241	504.93200	2.50786	0.0196	0.0708	59.59
2871.00	509.17000	2.59938	506.09200	2.54494	0.0177	0.0709	59.14
2872.65	510.48800	2.61584	507.33500	2.54288	0.0183	0.0711	58.75
2874.30	511.75700	2.61901	508.54200	2.59780	0.0183	0.0712	58.33
2875.95	513.02500	2.60039	509.80800	2.60098	0.0188	0.0712	58.18
2877.60	514.25700	2.58309	511.11000	2.62944	0.0193	0.0711	58.11
2879.25	515.45900	2.55364	512.38700	2.60884	0.0197	0.0709	58.04
2880.90	516.64100	2.52955	513.64800	2.59215	0.0210	0.0708	58.05
2882.55	517.75400	2.52084	514.87000	2.57396	0.0205	0.0706	57.95
2884.20	518.89500	2.52238	516.07400	2.53242	0.0216	0.0704	59.09
2885.85	519.97900	2.53956	517.17500	2.52685	0.0218	0.0701	60.30
2887.50	521.05900	2.56721	518.25600	2.51562	0.0220	0.0698	61.05
2889.15	522.13700	2.62050	519.34900	2.52718	0.0221	0.0695	60.56
2890.80	523.21100	2.67905	520.46600	2.54913	0.0215	0.0690	59.82
2892.45	524.32400	2.73163	521.59500	2.58352	0.0209	0.0686	59.35
2894.10	525.47300	2.79432	522.70800	2.65949	0.0198	0.0683	59.05
2895.75	526.69100	2.83566	523.82900	2.70303	0.0196	0.0681	59.02
2897.40	527.92500	2.83928	524.97300	2.76921	0.0198	0.0678	59.88
2899.05	529.15100	2.84335	526.12800	2.82721	0.0196	0.0677	60.85
2900.70	530.39300	2.87277	527.31200	2.84499	0.0199	0.0677	60.95
2902.35	531.62200	2.92395	528.53900	2.83355	0.0203	0.0677	58.93
2904.00	532.82100	3.00267	529.87200	2.85490	0.0179	0.0679	56.46
2905.65	534.18000	3.12636	531.22600	2.90133	0.0148	0.0680	54.21
2907.30	535.82300	3.24173	532.54100	2.97651	0.0134	0.0681	52.38
2908.95	537.63100	3.28113	533.95800	3.10930	0.0140	0.0684	51.06
2910.60	539.34900	3.31347	535.63200	3.23796	0.0144	0.0688	51.50
2912.25	541.01000	3.23647	537.36600	3.27214	0.0143	0.0695	52.23
2913.90	542.66800	3.13849	539.00800	3.32790	0.0132	0.0703	52.53
2915.55	544.44000	3.05178	540.61300	3.25999	0.0135	0.0715	52.40
2917.20	546.14400	2.96758	542.21800	3.16506	0.0140	0.0730	52.39
2918.85	547.75600	2.88022	543.87500	3.06733	0.0140	0.0749	53.26
2920.50	549.33100	2.80040	545.43400	3.02445	0.0151	0.0770	54.79
2922.15	550.75000	2.78236	546.85600	2.91054	0.0163	0.0793	54.97
2923.80	552.02600	2.72397	548.32200	2.86116	0.0179	0.0813	54.92
2925.45	553.16100	2.65051	549.74600	2.77543	0.0175	0.0836	54.77
2927.10	554.28700	2.58151	551.03600	2.78433	0.0169	0.0866	55.39
2928.75	555.41200	2.54691	552.13100	2.71755	0.0193	0.0897	58.14
2930.40	556.36700	2.55371	552.98000	2.66177	0.0214	0.0924	60.90
2932.05	557.20200	2.63359	553.82400	2.60918	0.0228	0.0948	61.14
2933.70	557.96500	2.64692	554.83500	2.54873	0.0205	0.0977	59.62
2935.35	558.78700	2.59208	555.86100	2.54549	0.0196	0.1015	58.46
2937.00	559.61800	2.58866	556.70300	2.55918	0.0188	0.1045	59.03
2938.65	560.45700	2.60694	557.40200	2.66332	0.0179	0.1061	60.02
2940.30	561.32400	2.59555	558.08100	2.64354	0.0197	0.1089	60.47
2941.95	562.09400	2.60670	558.79500	2.59146	0.0201	0.1121	59.09
2943.60	562.82700	2.60576	559.60600	2.58840	0.0207	0.1147	57.62
2945.25	563.52300	2.59767	560.45200	2.60701	0.0215	0.1169	57.76
2946.90	564.17800	2.58666	561.24400	2.59414	0.0223	0.1193	58.78
2948.55	564.79700	2.57330	561.90000	2.60585	0.0228	0.1213	59.86
2950.20	565.39500	2.56140	562.53300	2.60861	0.0236	0.1229	60.99
2951.85	565.96400	2.55487	563.14600	2.60267	0.0246	0.1240	61.99
2953.50	566.50400	2.54478	563.74700	2.59471	0.0241	0.1258	62.55
2955.15	567.04900	2.51703	564.32100	2.58400	0.0249	0.1264	62.08
2956.80	567.57400	2.50699	564.94300	2.57004	0.0246	0.1268	61.56
2958.45	568.10300	2.49503	565.55000	2.55845	0.0251	0.1282	61.55
2960.10	568.61500	2.49507	566.08300	2.55385	0.0252	0.1291	61.70
2961.75	569.12300	2.48537	566.59800	2.54277	0.0255	0.1308	62.07
2963.40	569.61700	2.47211	567.09200	2.51462	0.0251	0.1314	63.08
2965.05	570.11600	2.46092	567.56000	2.50732	0.0258	0.1303	64.31
2966.70	570.60800	2.45168	568.06100	2.49489	0.0254	0.1311	64.70
2968.35	571.10400	2.44338	568.54300	2.49644	0.0253	0.1290	63.50
2970.00	571.60900	2.43518	569.14000	2.48504	0.0255	0.1284	62.26
2971.65	572.11300	2.42668	569.69400	2.47002	0.0254	0.1267	60.92
2973.30	572.62600	2.42363	570.27500	2.45751	0.0249	0.1237	59.56
2974.95	573.16100	2.43138	570.87300	2.44704	0.0256	0.1205	58.50
2976.60	573.69600	2.41977	571.47200	2.43755	0.0250	0.1177	59.69
2978.25	574.25700	2.41015	571.98400	2.42872	0.0256	0.1147	61.21
2979.90	574.81900	2.40181	572.49400	2.42066	0.0261	0.1110	62.19
2981.55	575.38800	2.39572	573.06300	2.43350	0.0264	0.1068	61.75
2983.20	575.97400	2.38979	573.69800	2.41972	0.0252	0.1023	61.10
2984.85	576.61500	2.38233	574.37700	2.40811	0.0248	0.0974	61.27
2986.50	577.29800	2.37907	575.03700	2.39869	0.0246	0.0939	61.97
2988.15	578.01100	2.38853	575.66500	2.39338	0.0257	0.0896	62.72
2989.80	578.72600	2.37975	576.35400	2.38539	0.0270	0.0854	62.74
2991.45	579.44100	2.37422	577.12800	2.37631	0.0273	0.0820	62.44
2993.10	580.17900	2.40477	577.93700	2.38943	0.0265	0.0787	62.05
2994.75	580.97000	2.43855	578.75600	2.37938	0.0230	0.0753	62.15
2996.40	581.92500	2.49402	579.56300	2.37329	0.0205	0.0716	62.25
2998.05	583.04800	2.57727	580.41600	2.41690	0.0174	0.0675	59.82
2999.70	584.45300	2.62954	581.49700	2.45914	0.0170	0.0636	56.23
3001.35	585.97500	2.55296	582.85900	2.57028	0.0170	0.0604	52.90
3003.00	587.58600	2.47117	584.55100	2.63316	0.0171	0.0576	54.59
3004.65	589.26100	2.52506	586.12600	2.54447	0.0202	0.0550	57.36
3006.30	590.74400	2.51776	587.73500	2.46371	0.0193	0.0525	58.76
3007.95	592.37300	2.51183	589.45400	2.53283	0.0184	0.0502	59.69
3009.60	594.16500	2.58862	591.04600	2.51424	0.0201	0.0479	60.43
3011.25	595.87900	2.57267	592.81500	2.51103	0.0184	0.0459	58.74
3012.90	597.82900	2.48264	594.79300	2.62475	0.0163	0.0441	56.74
3014.55	600.12500	2.42129	596.82500	2.52734	0.0184	0.0426	55.36
3016.20	602.23200	2.41430	599.14000	2.42434	0.0192	0.0412	57.90
3017.85	604.31900	2.41707	601.29100	2.41769	0.0201	0.0400	61.21
3019.50	606.36900	2.42490	603.30600	2.41043	0.0218	0.0389	63.82
3021.15	608.31200	2.42895	605.33700	2.42375	0.0242	0.0379	64.47
3022.80	610.11100	2.45250	607.37700	2.42604	0.0262	0.0371	65.05
3024.45	611.81100	2.49828	609.27900	2.43197	0.0257	0.0365	65.54
3026.10	613.57500	2.56933	611.04900	2.47566	0.0267	0.0360	66.30
3027.75	615.29200	2.68076	612.79100	2.52736	0.0263	0.0352	66.68
3029.40	617.07100	2.82201	614.56300	2.62217	0.0248	0.0347	65.92
3031.05	618.99400	2.97485	616.38700	2.76888	0.0249	0.0341	65.23
3032.70	620.93100	3.14768	618.32200	2.91908	0.0249	0.0338	64.36
3034.35	622.89600	3.33681	620.31700	3.08474	0.0236	0.0331	63.12
3036.00	625.00900	3.54291	622.37000	3.29515	0.0237	0.0326	61.93
3037.65	627.13800	3.87813	624.53300	3.46647	0.0177	0.0326	57.18
3039.30	630.00200	4.26348	626.86300	3.84045	0.0122	0.0330	51.50
3040.95	634.09200	4.47318	629.91700	4.25877	0.0120	0.0342	52.54
3042.60	638.12300	4.47179	633.72400	4.47102	0.0119	0.0350	51.13
3044.25	642.08400	4.21623	637.78200	4.49491	0.0129	0.0356	50.01
3045.90	645.68300	4.13585	641.76700	4.22493	0.0147	0.0365	51.12
3047.55	648.75800	4.16230	645.20800	4.13046	0.0158	0.0377	49.42
3049.20	651.52800	4.11003	648.35700	4.16627	0.0153	0.0389	50.62
3050.85	654.29700	3.97706	650.99100	4.14016	0.0165	0.0401	50.97
3052.50	656.79300	3.91551	653.63400	3.99198	0.0157	0.0413	49.82
3054.15	659.34200	3.85895	656.17500	3.93478	0.0146	0.0426	50.67
3055.80	661.98700	3.83446	658.55500	3.86062	0.0153	0.0440	47.81
3057.45	664.43400	3.65815	661.26100	3.85487	0.0139	0.0454	46.53
3059.10	667.04500	3.29164	663.74800	3.78486	0.0149	0.0469	51.10
3060.75	669.40900	3.11836	665.86800	3.39324	0.0167	0.0484	50.77
3062.40	671.45200	2.92223	668.25500	3.18727	0.0152	0.0499	51.25
3064.05	673.63200	2.79282	670.32900	3.06345	0.0157	0.0515	55.04
3065.70	675.67400	2.82659	672.06500	2.84508	0.0179	0.0532	52.48
3067.35	677.40300	2.74850	674.26200	2.77178	0.0178	0.0547	54.23
3069.00	679.09200	2.78516	676.02200	2.84010	0.0190	0.0562	54.86
3070.65	680.63900	2.70944	677.62700	2.73360	0.0185	0.0575	52.74
3072.30	682.19200	2.60168	679.34100	2.79392	0.0166	0.0588	55.94
3073.95	683.87700	2.49331	680.64700	2.70891	0.0183	0.0599	54.60
3075.60	685.37800	2.44049	682.22000	2.59977	0.0186	0.0611	54.37
3077.25	686.82700	2.40883	683.85300	2.49419	0.0197	0.0619	55.61
3078.90	688.17800	2.40019	685.24800	2.44365	0.0204	0.0628	56.65
3080.55	689.46600	2.39556	686.60400	2.41052	0.0211	0.0634	57.51
3082.20	690.69800	2.38170	687.89500	2.40078	0.0217	0.0641	57.16
3083.85	691.88800	2.36280	689.18300	2.39806	0.0218	0.0646	57.82
3085.50	693.05800	2.35103	690.37300	2.38753	0.0226	0.0650	58.71
3087.15	694.18000	2.34499	691.51400	2.36706	0.0232	0.0654	57.17
3088.80	695.26700	2.34404	692.74800	2.35299	0.0239	0.0651	58.32
3090.45	696.32500	2.35058	693.84100	2.34609	0.0249	0.0648	59.30
3092.10	697.34800	2.36173	694.91100	2.34262	0.0246	0.0645	58.63
3093.75	698.38700	2.37208	696.01500	2.34703	0.0248	0.0640	60.10
3095.40	699.42700	2.38165	697.00900	2.35839	0.0251	0.0635	60.10
3097.05	700.46100	2.38734	698.06100	2.36873	0.0249	0.0631	59.91
3098.70	701.51200	2.39101	699.12300	2.37963	0.0247	0.0628	61.17
3100.35	702.57700	2.39392	700.12000	2.38625	0.0235	0.0624	61.05
3102.00	703.70300	2.39323	701.18600	2.38967	0.0233	0.0621	61.22
3103.65	704.84200	2.39606	702.25400	2.39407	0.0245	0.0616	60.10
3105.30	705.93300	2.41485	703.42800	2.39352	0.0236	0.0610	59.78
3106.95	707.07800	2.44408	704.60100	2.39228	0.0229	0.0603	60.83
3108.60	708.27300	2.51331	705.68900	2.40938	0.0216	0.0593	61.51
3110.25	709.56000	2.71217	706.83800	2.43517	0.0207	0.0582	61.31
3111.90	710.92900	2.80805	708.07700	2.48118	0.0207	0.0569	60.91
3113.55	712.32800	2.91567	709.43100	2.70314	0.0200	0.0555	59.35
3115.20	713.81100	3.02856	710.93500	2.80846	0.0195	0.0544	59.24
3116.85	715.37000	3.20506	712.39900	2.92120	0.0200	0.0533	58.81
3118.50	716.91800	3.35593	713.96500	3.04023	0.0178	0.0525	58.31
3120.15	718.68300	3.48288	715.59200	3.23112	0.0163	0.0520	57.08
3121.80	720.62800	3.58360	717.27400	3.38940	0.0160	0.0517	51.65
3123.45	722.61600	3.64401	719.42400	3.53207	0.0175	0.0516	54.26
3125.10	724.44200	3.64819	721.22700	3.60929	0.0180	0.0517	56.67
3126.75	726.21400	3.63888	723.02400	3.65419	0.0177	0.0518	55.23
3128.40	728.01300	3.57039	724.91600	3.64618	0.0181	0.0520	54.70
3130.05	729.76500	3.54322	726.71300	3.63607	0.0191	0.0520	54.00
3131.70	731.43000	3.55044	728.53600	3.54399	0.0205	0.0520	53.48
3133.35	732.98100	3.58229	730.28900	3.54289	0.0202	0.0520	55.80
3135.00	734.55300	3.65163	731.80400	3.55291	0.0203	0.0521	53.75
3136.65	736.11100	3.75357	733.45400	3.59411	0.0191	0.0526	53.64
3138.30	737.75400	3.83124	735.00500	3.67526	0.0157	0.0530	53.47
3139.95	739.73300	3.92941	736.57700	3.78659	0.0152	0.0530	50.38
3141.60	741.77400	3.98783	738.50800	3.85988	0.0151	0.0530	48.74
3143.25	743.84200	3.97138	740.62100	3.97984	0.0155	0.0532	50.40
3144.90	745.83700	3.90397	742.54800	3.99320	0.0156	0.0534	50.79
3146.55	747.81600	3.85034	744.55600	3.95936	0.0155	0.0532	50.91
3148.20	749.81000	3.85098	746.54500	3.87336	0.0153	0.0528	51.13
3149.85	751.85600	3.79695	748.53900	3.83723	0.0146	0.0522	52.36
3151.50	754.01600	3.65524	750.51500	3.85861	0.0149	0.0512	53.33
3153.15	756.17200	3.54616	752.60000	3.76269	0.0164	0.0501	52.23
3154.80	758.18600	3.53849	754.91200	3.58730	0.0190	0.0486	53.24
3156.45	759.97100	3.55619	757.04100	3.51780	0.0173	0.0472	52.56
3158.10	761.99600	3.45783	759.07300	3.55451	0.0151	0.0459	54.13
3159.75	764.37900	3.28834	760.97100	3.55806	0.0170	0.0448	57.87
3161.40	766.54100	3.18612	763.02000	3.35772	0.0188	0.0437	57.83
3163.05	768.55100	3.04960	765.38800	3.23681	0.0165	0.0429	57.19
3164.70	770.88400	2.90634	767.57300	3.14075	0.0172	0.0422	59.15
3166.35	773.15600	2.82545	769.68600	2.94379	0.0202	0.0415	58.06
3168.00	775.11900	2.76095	772.10600	2.86813	0.0192	0.0408	59.26
3169.65	777.21900	2.73093	774.20300	2.78289	0.0211	0.0402	59.69
3171.30	779.16600	2.73171	776.26600	2.73350	0.0226	0.0396	60.86
3172.95	781.01300	2.76426	778.27200	2.72810	0.0235	0.0391	62.50
3174.60	782.80900	2.84489	780.12600	2.73559	0.0234	0.0386	61.32
3176.25	784.63400	2.96996	782.03100	2.79715	0.0245	0.0382	62.02
3177.90	786.39800	3.13332	783.83900	2.90816	0.0261	0.0380	64.37
3179.55	788.06000	3.40774	785.54700	3.04091	0.0276	0.0379	63.47
3181.20	789.63900	3.81210	787.30100	3.23129	0.0245	0.0378	64.60
3182.85	791.41600	4.35505	788.87900	3.59807	0.0218	0.0379	64.89
3184.50	793.41700	5.12364	790.54400	4.06697	0.0187	0.0381	59.83
3186.15	795.73800	6.35457	792.65700	4.76492	0.0159	0.0381	56.61
3187.80	798.45700	8.02847	795.02200	5.88079	0.0138	0.0381	57.37
3189.45	801.58800	9.61381	797.57200	7.56796	0.0138	0.0380	58.84
3191.10	804.73400	11.04940	800.47500	9.07909	0.0136	0.0378	57.26
3192.75	807.94100	12.37100	803.75800	10.65690	0.0148	0.0375	56.08
